"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/23/2013","AQS","370350004","1","9.7","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/26/2013","AQS","370350004","1","9.4","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/29/2013","AQS","370350004","1","15.2","ug/m3 LC","62","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/01/2013","AQS","370350004","1","8.3","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/04/2013","AQS","370350004","1","10","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/07/2013","AQS","370350004","1","12.7","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/10/2013","AQS","370350004","1","15.8","ug/m3 LC","63","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/13/2013","AQS","370350004","1","7.5","ug/m3 LC","42","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/16/2013","AQS","370350004","1","11.6","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/19/2013","AQS","370350004","1","12.3","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/22/2013","AQS","370350004","1","5.6","ug/m3 LC","31","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/25/2013","AQS","370350004","1","14.7","ug/m3 LC","61","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/28/2013","AQS","370350004","1","7.2","ug/m3 LC","40","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/01/2013","AQS","370350004","1","9.5","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/04/2013","AQS","370350004","1","11.5","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/07/2013","AQS","370350004","1","4.2","ug/m3 LC","23","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/10/2013","AQS","370350004","1","3","ug/m3 LC","17","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/13/2013","AQS","370350004","1","1.5","ug/m3 LC","8","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/16/2013","AQS","370350004","1","7.5","ug/m3 LC","42","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/19/2013","AQS","370350004","1","12.9","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/22/2013","AQS","370350004","1","10.7","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/25/2013","AQS","370350004","1","6.7","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/28/2013","AQS","370350004","1","17.4","ug/m3 LC","66","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/31/2013","AQS","370350004","1","16.5","ug/m3 LC","65","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/03/2013","AQS","370350004","1","8.3","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/06/2013","AQS","370350004","1","8","ug/m3 LC","44","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/09/2013","AQS","370350004","1","11.7","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/12/2013","AQS","370350004","1","9.2","ug/m3 LC","51","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/18/2013","AQS","370350004","1","3.4","ug/m3 LC","19","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/21/2013","AQS","370350004","1","7","ug/m3 LC","39","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/22/2013","AQS","370350004","1","9.3","ug/m3 LC","51","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/24/2013","AQS","370350004","1","5.4","ug/m3 LC","30","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/27/2013","AQS","370350004","1","3.6","ug/m3 LC","20","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/30/2013","AQS","370350004","1","19.7","ug/m3 LC","71","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/03/2013","AQS","370350004","1","19.7","ug/m3 LC","71","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/06/2013","AQS","370350004","1","6.7","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/09/2013","AQS","370350004","1","4.7","ug/m3 LC","26","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/12/2013","AQS","370350004","1","7.3","ug/m3 LC","41","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/15/2013","AQS","370350004","1","6.6","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/18/2013","AQS","370350004","1","6.7","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/21/2013","AQS","370350004","1","12.7","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/24/2013","AQS","370350004","1","5.4","ug/m3 LC","30","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/27/2013","AQS","370350004","1","11.9","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"12/30/2013","AQS","370350004","1","8.3","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/04/2013","AQS","370350004","2","7.2","ug/m3 LC","40","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/07/2013","AQS","370350004","2","12.5","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/10/2013","AQS","370350004","2","12.5","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/19/2013","AQS","370350004","2","12.8","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/22/2013","AQS","370350004","2","2.6","ug/m3 LC","14","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"01/28/2013","AQS","370350004","2","22.1","ug/m3 LC","75","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"02/03/2013","AQS","370350004","2","5","ug/m3 LC","28","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"02/09/2013","AQS","370350004","2","10","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"02/15/2013","AQS","370350004","2","8.7","ug/m3 LC","48","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"02/21/2013","AQS","370350004","2","9.7","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"02/27/2013","AQS","370350004","2","4.6","ug/m3 LC","26","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"03/05/2013","AQS","370350004","2","18.1","ug/m3 LC","68","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"03/11/2013","AQS","370350004","2","10.7","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"03/17/2013","AQS","370350004","2","14.5","ug/m3 LC","61","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"03/23/2013","AQS","370350004","2","16.8","ug/m3 LC","65","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"03/29/2013","AQS","370350004","2","11","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/04/2013","AQS","370350004","2","8.6","ug/m3 LC","48","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/10/2013","AQS","370350004","2","14.1","ug/m3 LC","60","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/16/2013","AQS","370350004","2","8.9","ug/m3 LC","49","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/22/2013","AQS","370350004","2","7.8","ug/m3 LC","43","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/28/2013","AQS","370350004","2","10.2","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/04/2013","AQS","370350004","2","3.8","ug/m3 LC","21","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/10/2013","AQS","370350004","2","12.3","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/16/2013","AQS","370350004","2","11.1","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/22/2013","AQS","370350004","2","9","ug/m3 LC","50","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/28/2013","AQS","370350004","2","11.1","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/03/2013","AQS","370350004","2","4.3","ug/m3 LC","24","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/09/2013","AQS","370350004","2","11.5","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/15/2013","AQS","370350004","2","8.9","ug/m3 LC","49","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/21/2013","AQS","370350004","2","12.9","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/27/2013","AQS","370350004","2","9","ug/m3 LC","50","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/03/2013","AQS","370350004","2","4.1","ug/m3 LC","23","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/09/2013","AQS","370350004","2","5","ug/m3 LC","28","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/21/2013","AQS","370350004","2","6.9","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/30/2013","AQS","370350004","2","10.5","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/02/2013","AQS","370350004","2","10.3","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/08/2013","AQS","370350004","2","13","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/14/2013","AQS","370350004","2","12.5","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/20/2013","AQS","370350004","2","5.9","ug/m3 LC","33","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"08/26/2013","AQS","370350004","2","8.8","ug/m3 LC","49","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/01/2013","AQS","370350004","2","7.9","ug/m3 LC","44","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/07/2013","AQS","370350004","2","12.3","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/13/2013","AQS","370350004","2","6.6","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/19/2013","AQS","370350004","2","12.3","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"09/25/2013","AQS","370350004","2","14.1","ug/m3 LC","60","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/01/2013","AQS","370350004","2","9.2","ug/m3 LC","51","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/07/2013","AQS","370350004","2","3.6","ug/m3 LC","20","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/13/2013","AQS","370350004","2","1.3","ug/m3 LC","7","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/19/2013","AQS","370350004","2","12.6","ug/m3 LC","58","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/25/2013","AQS","370350004","2","6.7","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"10/31/2013","AQS","370350004","2","16.6","ug/m3 LC","65","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/06/2013","AQS","370350004","2","8.5","ug/m3 LC","47","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"11/18/2013","AQS","370350004","2","4","ug/m3 LC","22","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
